Date,Close_TSLA,High_TSLA,Low_TSLA,Open_TSLA,Volume_TSLA,Daily_Return_TSLA,Rolling_Mean_30D_TSLA,Rolling_Std_30D_TSLA,Close_BND,High_BND,Low_BND,Open_BND,Volume_BND,Daily_Return_BND,Rolling_Mean_30D_BND,Rolling_Std_30D_BND,Close_SPY,High_SPY,Low_SPY,Open_SPY,Volume_SPY,Daily_Return_SPY,Rolling_Mean_30D_SPY,Rolling_Std_30D_SPY
2015-08-26,14.989333152770996,15.199999809265137,14.36733341217041,15.195332527160645,74445000,0.021860631008791875,16.889933268229168,1.1146953493161893,61.31928253173828,61.57540453557195,61.28161482656985,61.424745209468014,2742500,-0.004281572352935803,61.409458541870116,0.21221737860049042,163.92469787597656,164.20286792274288,158.7909774369156,161.91841602938354,339257000,0.03839401168827328,174.79290059407552,5.440459121482545
2015-08-27,16.19933319091797,16.316667556762695,15.387332916259766,15.399999618530272,114840000,0.08072407396744574,16.83728879292806,1.1085523758403362,61.40214920043945,61.48501355710647,61.28161713718375,61.29668651873327,2671000,0.0013513965799956118,61.420702616373696,0.20201910836589704,167.97940063476562,168.10584156561376,164.55692890370318,166.08270949548384,274143900,0.02473515468582299,174.42676849365233,5.519147567521293
2015-08-28,16.565332412719727,16.76333236694336,16.10466766357422,16.124000549316406,82705500,0.022593474526899193,16.77911097208659,1.0738159442896853,61.43229293823242,61.5754176042222,61.40215991715928,61.53775563834536,2723900,0.0004909231710208406,61.432699839274086,0.19100685692548638,167.98788452148438,168.4599479788389,166.84143918386718,167.33036572548852,160414400,5.050551845453555e-05,174.0558603922526,5.566897352110555
2015-08-31,16.604000091552734,16.996667861938477,16.367332458496094,16.374666213989258,70503000,0.00233425311787383,16.705333201090493,1.0026234360684478,61.34940719604492,61.54526314386477,61.34187250657982,61.53019951221867,3103700,-0.0013492210403222016,61.44469083150228,0.17264476725276645,166.63067626953125,167.86142402257073,166.07431031831769,167.00158690367363,163298800,-0.008079203186700967,173.6366231282552,5.6386540905670435
2015-09-01,15.908666610717772,16.399999618530273,15.79800033569336,16.022666931152344,81822000,-0.04187746789935953,16.64279988606771,0.9914246915301574,61.49884033203125,61.55168064123443,61.40070421553836,61.43844976175282,2577700,0.002435771473859649,61.45790506998698,0.16027131598966657,161.6571502685547,164.1860726234639,160.7804499823715,162.7951576106053,256000400,-0.029847601368020005,173.07520294189453,5.96668945900315
2015-09-02,16.512666702270508,16.525333404541016,15.985333442687988,16.35333251953125,69438000,0.0379667326201818,16.5979554494222,0.9646270988650878,61.45357894897461,61.5215140528549,61.39318835052693,61.43847841978046,1934700,-0.0007359713258375811,61.46885871887207,0.14744877360389466,164.7255401611328,164.7676914305466,162.20504345822164,164.05958354757485,160269300,0.01898084858900906,172.62674102783203,6.074453666003648
2015-09-03,16.3713321685791,16.80533218383789,16.333332061767578,16.804000854492188,62922000,-0.008559158628931418,16.54988873799642,0.9375235127471927,61.49884033203125,61.5743256652984,61.44600002282807,61.536580119083936,2503000,0.0007365133785652844,61.476561609903975,0.1425347721758158,164.8435821533203,166.95101733077834,164.34623053850345,165.4420865405708,152087800,0.0007165979973235981,172.2156499226888,6.1724630190065515
2015-09-04,16.1286678314209,16.272666931152344,15.880000114440918,16.05933380126953,55338000,-0.014822516253377382,16.497710990905762,0.9149396092104366,61.649845123291016,61.67249015988958,61.506424638445154,61.6045550500939,1213800,0.0024554087596528884,61.48804423014323,0.1421427859030486,162.34835815429688,163.41893872651536,161.5222472430891,162.5675396245496,207081000,-0.015136919292997653,171.78264261881512,6.397374471624736
2015-09-08,16.544666290283203,16.610666275024414,16.270000457763672,16.336666107177734,47073000,0.0257924872165749,16.486955451965333,0.9123375526419667,61.49884033203125,61.536580119083936,61.45355028390331,61.536580119083936,1194600,-0.0024493944949541824,61.49048347473145,0.14166244675046302,166.42837524414062,166.5801172752047,164.52325835315708,165.1723520306672,116025700,0.025131249470143002,171.51963602701824,6.4514838335629925
2015-09-09,16.5939998626709,16.950000762939453,16.553333282470703,16.803333282470703,50862000,0.002981841490309778,16.451599884033204,0.8856877803164939,61.48374938964844,61.574335259180245,61.29503314749585,61.310133671999154,4265400,-0.00024538580404664945,61.49592882792155,0.1379908551554853,164.20289611816406,168.14802103833182,163.83199837120182,168.02158008627222,149347700,-0.013371993343754718,171.11107432047527,6.5156309915066934
2015-09-10,16.565332412719727,16.71466636657715,16.35533332824707,16.48200035095215,40635000,-0.0017275792568650639,16.417510986328125,0.8597415860597138,61.35543823242188,61.46866915631525,61.35543823242188,61.46866915631525,1889000,-0.002086911720581508,61.49885164896647,0.13385790122376692,165.09646606445312,166.25133634948986,163.74770249468142,164.00902238141856,158611100,0.005441864713799038,170.69183603922525,6.483362596180255
2015-09-11,16.682666778564453,16.682666778564453,16.315332412719727,16.50933265686035,35262000,0.007083127758706009,16.380733235677084,0.821950612989847,61.48374938964844,61.54413996933631,61.46110436205616,61.513944679492376,1411500,0.00209127602903747,61.505297597249346,0.1280002100096409,165.8466796875,165.9141191389531,163.98370182154335,164.70023473831748,119691200,0.00454409255952215,170.29620056152345,6.4015896729586945
2015-09-14,16.87933349609375,16.950000762939453,16.64466667175293,16.739999771118164,43363500,0.011788685834209334,16.351933224995932,0.7869522211744706,61.49884033203125,61.56677540422315,61.47619530796728,61.55923090230967,905900,0.0002454460330187924,61.505231094360354,0.12800312653381543,165.23133850097656,166.0743125488903,164.742412009655,166.02373616405757,79452000,-0.0037103015127158967,169.88904469807943,6.319073133363122
2015-09-15,16.904666900634766,16.97333335876465,16.633333206176758,16.850000381469727,44002500,0.0015008533688181114,16.337666575113932,0.7723026697256612,61.24224472045898,61.44606165980845,61.18940435825127,61.43851139115948,1697300,-0.0041723650427701875,61.49186528523763,0.13389664547797706,167.29664611816406,167.74342136367196,165.18921086095168,165.73713888272127,113806200,0.012499490931469293,169.5706822713216,6.195797798740172
2015-09-16,17.483333587646484,17.525333404541016,16.858667373657227,16.869333267211914,66256500,0.03423117949694654,16.328711001078286,0.7567374734133798,61.2044563293457,61.24974638696645,61.1440657464094,61.19690606668792,1579000,-0.0006170314508515684,61.48427073160807,0.1435084719944903,168.74656677246094,168.94046009688364,167.2545117209561,167.60013422508493,99581600,0.008666764624036594,169.31217091878256,6.05686228722174
2015-09-17,17.471332550048828,17.700000762939453,17.37933349609375,17.597333908081055,53787000,-0.000686427307326376,16.310799853006998,0.7211246987130362,61.55172729492188,61.55172729492188,61.15919404974975,61.17429458334583,1833200,0.0056739490292583294,61.49151662190755,0.14114617203951854,168.3671875,171.0309883334253,167.98785178588685,168.6116571545534,276046600,-0.002248219206572033,169.02162526448566,5.877625279741544
2015-09-18,17.374666213989258,17.58799934387207,17.166667938232422,17.19733238220215,56446500,-0.005532854221774852,16.342999839782713,0.7467569576240802,61.725345611572266,61.73289587867543,61.58946959954719,61.619664908793474,1639800,0.002820689593624248,61.503295771280925,0.1455035768754552,165.61582946777344,168.35278741070658,165.20063304738866,165.83615043823173,223657500,-0.01634141469653383,168.6876978556315,5.772656158173415
2015-09-21,17.613332748413086,18.10466766357422,17.053333282470703,17.59866714477539,91803000,0.013736467307306599,16.391199811299643,0.7809128745915627,61.49884033203125,61.64981099856555,61.45355028390331,61.612071211512855,933800,-0.003669566809173963,61.50325469970703,0.1455046919902498,166.47164916992188,167.50541211455916,165.41245363723786,166.4546984211017,105726200,0.005167499416563803,168.39353841145834,5.6477728884286895
2015-09-22,17.395999908447266,17.510000228881836,17.058000564575195,17.268667221069336,54966000,-0.012339109416155347,16.435199801127116,0.7995066385847339,61.61212158203125,61.73289706216541,61.58192627220609,61.59702104753544,1444000,0.001842006278303776,61.51125971476237,0.1446364122672214,164.3108673095703,164.7769158720504,163.16693110435835,164.28544765431062,153890900,-0.012979878983153448,167.9537333170573,5.423032195960999
2015-09-23,17.40399932861328,17.472000122070312,17.172000885009766,17.463333129882812,39012000,0.000459842504490382,16.487844212849936,0.8098487355897945,61.61212158203125,61.672506442515086,61.55928122962885,61.6423168918564,709000,0.0,61.511478678385416,0.14478897566293078,164.0482177734375,164.95488247298096,163.46353974036194,164.48036491849462,92790600,-0.00159849156926406,167.55855967203777,5.253043851605617
2015-09-24,17.541332244873047,17.56333351135254,17.08066749572754,17.302000045776367,51723000,0.007890882645230857,16.54328861236572,0.8234808207988128,61.63475799560547,61.7932790306194,61.61965746322377,61.778178498237686,1454400,0.000367401949372681,61.513205464680986,0.14597486005986934,163.45501708984375,163.9210656179364,161.47220654810087,162.8194998959802,159378800,-0.0036160141917116473,167.13658905029297,5.046470344375379
2015-09-25,17.12733268737793,17.79400062561035,17.07666778564453,17.77400016784668,56601000,-0.02360137483948066,16.575288581848145,0.8270125833069564,61.52154922485352,61.61967968405903,61.52154922485352,61.59703463648605,1134000,-0.0018367683176433447,61.51542739868164,0.1455633632651348,163.4127197265625,165.23453118054522,162.5314616530039,164.9294822981034,155054800,-0.0002587706638457199,166.72051340738932,4.808408905120127
2015-09-28,16.562000274658203,17.319332122802734,16.44066619873047,17.156667709350586,73516500,-0.03300761554870424,16.58702195485433,0.8241433290235257,61.68007659912109,61.72536669887984,61.551750810359096,61.61968595999721,1305000,0.002576777995108026,61.5236868540446,0.14769768186622698,159.31153869628906,162.61623779532357,158.99802083473136,162.5060772797977,178515900,-0.02509707345386525,166.14637807210286,4.620684955049198
2015-09-29,16.44333267211914,16.98200035095215,16.36400032043457,16.69733238220215,55548000,-0.00716505256437161,16.56848862965902,0.8207964327384041,61.725345611572266,61.808381272207946,61.67250526018288,61.68760579438919,1256600,0.00073393249404341,61.5296885172526,0.1521956844277668,159.40472412109375,160.77745064543257,158.3963676688324,159.5318353725963,159045600,0.0005849257722778667,165.54247334798177,4.25188924587441
2015-09-30,16.559999465942383,16.82666778564453,16.1560001373291,16.799999237060547,73944000,0.007095082009808129,16.541110865275066,0.8063191708142083,61.84610748291016,61.85365774764913,61.71023151343143,61.74042681322277,4432000,0.0019564389658963677,61.54348233540853,0.1615303158084578,162.37893676757812,162.54840548847173,160.52322388915175,161.3112592596426,163452000,0.018658246566299885,165.05484873453776,3.693900286924735
2015-10-01,15.991999626159668,16.566667556762695,15.808667182922363,16.500667572021484,68595000,-0.03429950833940998,16.50695530573527,0.8071819766321616,61.87940979003906,61.992867877876606,61.87185014937648,61.93992153964816,2023700,0.0005384705438107318,61.55110524495443,0.17183319732844504,162.8026123046875,163.10766116903466,160.84522081247422,162.76024189276595,131079000,0.0026091779238326396,164.62799123128255,3.129020484578318
2015-10-02,16.504667282104492,16.51333236694336,15.661999702453612,15.706666946411133,66360000,0.032057758124643954,16.518933137257893,0.8042917117108156,62.113895416259766,62.28029408242832,62.02312778594364,62.15171093418599,1770400,0.0037893966186219874,61.564785385131835,0.19863063022557614,165.2345428466797,165.2599625112083,160.25208172489627,160.80287129216686,211003300,0.014937908597196126,164.40442911783853,2.8120110098347424
2015-10-05,16.40999984741211,16.6560001373291,16.275333404541016,16.589332580566406,55348500,-0.005735797824596434,16.553110885620118,0.7757073236033426,61.87184524536133,62.03824388752035,61.87184524536133,62.03824388752035,4199900,-0.0038968763635950365,61.56713333129883,0.20191329142287806,168.1748046875,168.40359450715346,166.36146273570907,166.47162319139983,126320800,0.01779447438873949,164.45140431722004,2.864102542286674
2015-10-06,16.097333908081055,16.20199966430664,15.70533275604248,16.0,78378000,-0.01905337856419076,16.60331090291341,0.6881633266665265,61.95504379272461,62.0155497632464,61.87184159120023,61.947478382390415,1925300,0.0013446915480432864,61.57275657653808,0.2103996078682475,167.59861755371094,168.60697374378728,166.9292116832075,168.0392465043394,110274500,-0.003426120427847179,164.71324005126954,2.7765874370814934
2015-10-07,15.46399974822998,15.846667289733888,15.274666786193848,15.775333404541016,102210000,-0.03934404066335062,16.629821999867758,0.6233278671363163,61.95504379272461,62.00042471329527,61.87184159120023,61.92478792210508,1871000,0.0,61.58515955607096,0.22168604373522668,168.9713592529297,169.3272474239699,167.33595451854197,168.53919917195427,124307300,0.008190650491367135,165.08349609375,2.5641836000906806
2015-10-08,15.114666938781738,15.381333351135254,14.753999710083008,15.338666915893556,91998000,-0.022590068231747584,16.63399979273478,0.612275542309492,61.856727600097656,62.00044158196183,61.82647172124632,61.96262029071794,1118100,-0.0015868957006289763,61.603074391682945,0.2211745081058984,170.4966278076172,170.78472594957356,168.276544715228,168.58159360954522,153055200,0.009026787506658751,165.30256042480468,2.7366956839010372
2015-10-09,14.71266746520996,14.958000183105469,14.557332992553713,14.728667259216309,92376000,-0.02659664782558424,16.584444268544516,0.7022247702425748,61.84912109375,61.90206740388142,61.78104973960176,61.78104973960176,1197400,-0.00012296975030479107,61.617973454793294,0.22222505776922802,170.59828186035156,171.08126833108102,169.9627644996423,170.6406522703256,107069200,0.0005962232452425553,165.38985646565754,2.8638421790759763
2015-10-12,14.371999740600586,14.866666793823242,14.351332664489746,14.866000175476074,57544500,-0.023154721971044845,16.511333179473876,0.8101651129323499,61.95504379272461,62.00042471329527,61.87184159120023,61.90209169110249,864100,0.001712598289214995,61.63539848327637,0.22759352171476302,170.75929260253906,170.9626498960313,170.24240459885522,170.67455177716087,56395600,0.0009438004910231612,165.48223673502605,2.992353703952062
2015-10-13,14.616666793823242,14.834667205810549,14.075332641601562,14.218667030334473,77572500,0.017023869860745666,16.445088736216228,0.8805206446621775,61.99288940429688,62.02314528960749,61.91725257638039,61.97776434700161,971700,0.0006108560216484538,61.656847890218096,0.2300203853907958,169.68312072753906,171.3015745701745,169.51365203184008,170.022058118937,88038700,-0.006302274146244624,165.5839848836263,3.0832650203122065
2015-10-14,14.458666801452637,14.729999542236328,14.362000465393066,14.711333274841309,46566000,-0.010809577491181055,16.396755409240722,0.9481783197614286,62.21974563598633,62.21974563598633,62.053341312666646,62.08359716878972,786300,0.0036593911635569576,61.6808780670166,0.24975408284276998,168.86965942382812,170.20848415205293,168.57309242728266,169.62380613907015,99106200,-0.0047940024925468006,165.82440185546875,3.047502028844083
2015-10-15,14.753999710083008,14.781999588012695,14.24666690826416,14.428667068481444,42663000,0.020426012486898237,16.338133176167805,0.994022401899304,62.09876251220703,62.18953013948244,62.06850663644857,62.13658379958468,2264300,-0.0019444490256694813,61.70238418579102,0.25717450677605147,171.46258544921875,171.47105435918016,169.1662437455931,169.53908265803122,134142200,0.015354599720503348,166.0489700317383,3.207746448715819
2015-10-16,15.133999824523926,15.36533260345459,14.857999801635742,14.869333267211914,65017500,0.025755735523108614,16.2968887646993,1.0179786841473821,62.07604598999024,62.13655771610576,62.05335553537587,62.06848058154685,1241200,-0.0003658128004132566,61.72162437438965,0.26294817759558825,172.2421112060547,172.2590490219813,171.0981750791143,171.86927238158137,114580100,0.0045463315206266675,166.29558766682942,3.391047600453285
2015-10-19,15.206666946411133,15.40999984741211,14.996000289916992,15.100000381469728,37618500,0.00480158072748571,16.266155401865642,1.0369731580159425,62.07604598999024,62.11386726149139,62.00797462614714,62.08361139843363,840100,0.0,61.735831069946286,0.27034576160283436,172.32688903808594,172.32688903808594,171.27617524225622,171.58969301299453,76523900,0.0004922015379260625,166.62820536295573,3.4787723284410315
2015-10-20,14.20199966430664,15.239999771118164,13.466667175292969,15.1813325881958,223500000,-0.06606755350432658,16.18806651433309,1.1014773926048773,61.97771453857422,62.007970399569686,61.94745867757875,61.97771453857422,1348200,-0.0015840482403128853,61.75179354349772,0.2700074762287692,172.10658264160156,172.72514927855775,171.63206506094286,171.88627460190554,78448500,-0.00127842147974766,166.8174789428711,3.6191626073266123
2015-10-21,14.005999565124512,14.320667266845703,13.920000076293944,14.13266658782959,62272500,-0.013800880426347861,16.10179983774821,1.1679291583534703,62.09114837646485,62.15922548617954,62.04576748379753,62.09114837646485,943500,0.0018302358958401932,61.7720401763916,0.27198081380752187,171.03890991210938,172.6827706152304,170.86942827314326,172.53025265572137,102038000,-0.006203555454444953,167.04534606933595,3.6637955382219483
2015-10-22,14.114666938781738,14.383333206176758,13.960000038146973,14.104000091552734,42378000,0.0077586303749297425,16.020110988616942,1.2189783698253296,62.19708251953125,62.24246343830159,62.09118409120539,62.09118409120539,1101300,0.0017061070029515957,61.80009498596191,0.27093229672451374,173.9283905029297,174.14022962789022,171.03891466498987,171.99641871766033,174911700,0.016893703264976967,167.3397435506185,3.851809273587692
2015-10-23,13.939332962036133,14.356666564941406,13.845999717712402,14.333333015441896,63532500,-0.01242211222596079,15.928666528066,1.269416565104689,62.03823471069336,62.08362139794813,62.02310966208627,62.08362139794813,1367100,-0.0025539430854817358,61.81857782999675,0.267498791445801,175.83494567871094,176.20778461385254,174.80965153670587,175.61463763959742,144442300,0.010961724939029693,167.6726857503255,4.139258262598526
2015-10-26,14.350666999816896,14.392000198364258,14.0,14.092000007629396,50871000,0.02950887527409196,15.84437764485677,1.2879321893851574,62.10626602172852,62.174337346298834,62.10626602172852,62.12895646325195,1512200,0.0010966029473988836,61.83882535298665,0.2654434196327711,175.40277099609375,175.71628871981218,175.0299321194382,175.65698049650732,69033000,-0.0024578429557845505,168.01173350016276,4.343904767265426
2015-10-27,14.023332595825195,14.473333358764648,13.833999633789062,14.322667121887209,52791000,-0.022809699646425985,15.748333168029784,1.3133212166894612,62.12145233154297,62.23491042178,62.12145233154297,62.21978536941688,929400,0.00024452137903652194,61.86813227335612,0.2450579630391741,175.06387329101562,175.40281074862747,174.37750360545348,174.72492290376854,77905800,-0.0019321114663899408,168.27064107259113,4.5274110814744954
2015-10-28,14.197333335876465,14.229999542236328,13.886667251586914,14.087332725524902,40929000,0.012407945034625278,15.638799826304117,1.3005968571864597,61.94746398925781,62.15924926367015,61.939898580681394,62.15924926367015,2617300,-0.002800777118934339,61.89289919535319,0.21082551225843585,177.05514526367188,177.0805649253312,174.7333966345562,175.40280260764274,135906700,0.011374545388619817,168.54759368896484,4.803253236551809
2015-10-29,14.108667373657228,14.25,14.042667388916016,14.116666793823242,27075000,-0.006245254663083677,15.526710987091064,1.281986944706504,61.7281379699707,61.871851936764486,61.69788209429211,61.871851936764486,943200,-0.003540516514528247,61.89877955118815,0.20330757573238367,176.95346069335938,177.32629962472782,176.42810379714066,176.54673319079114,90525500,-0.0005743101685131702,168.83380279541015,5.042011749918277
2015-10-30,13.795332908630373,14.108667373657228,13.592666625976562,14.026666641235352,66583500,-0.022208650663342766,15.407399876912434,1.2705809500074297,61.86426162719727,61.86426162719727,61.71298230968835,61.72811312679719,1474100,0.002205212431529935,61.90341008504232,0.2007875906754158,176.19081115722656,177.47032760426288,176.0298243011024,177.14832803274922,131076900,-0.004309887657153011,169.1863021850586,5.177128538467045
2015-11-02,14.252667427062988,14.386667251586914,13.814666748046877,13.928000450134276,58918500,0.033151394131743395,15.295377699534098,1.2163781840955254,61.74225234985352,61.80288939008116,61.70435853671107,61.72709598112982,2939200,-0.001972209384458412,61.91152381896973,0.1884120750505096,178.2753143310547,178.4702026847824,176.39418206913953,176.52129328823975,86270800,0.011830941467021239,169.5797576904297,5.407127228105768
2015-11-03,13.890000343322754,14.29599952697754,13.850000381469728,14.256667137145996,124987500,-0.025445558566223325,15.178511047363282,1.1753273664673638,61.63612747192383,61.72708301315684,61.590652592639934,61.6967644994125,3997100,-0.0017188371640275424,61.91232401529948,0.18714335550475608,178.79220581054688,179.35146415458277,177.69063987128516,177.91942972650585,95246100,0.0028994001857840512,170.06246897379557,5.564640243024795
2015-11-04,15.44200038909912,15.515999794006348,15.013333320617676,15.133333206176758,190896000,0.11173506172895431,15.113111082712809,1.0993532897459952,61.67402267456055,61.7270786241744,61.567910775332855,61.68917903902244,3594400,0.0006148212775693995,61.91438738505045,0.18403473557004352,178.24996948242188,179.21595567668516,177.707661670373,179.0888573338761,96224500,-0.0030327738598380227,170.53586069742838,5.638942079039387
2015-11-05,15.451333045959473,15.638667106628418,15.279333114624023,15.371999740600586,67452000,0.0006043683865557536,15.043444442749024,1.002088936739394,61.560333251953125,61.67402623130084,61.47695878594247,61.65886408329973,1715400,-0.001843392366464136,61.91190656026205,0.18838440450557997,178.07196044921875,178.77526788450305,177.17376464235542,178.30921923104552,78408700,-0.0009986483235874255,171.0230921427409,5.637512853986102
2015-11-06,15.490667343139648,15.557332992553713,15.300000190734863,15.380000114440918,36679500,0.0025456895572166793,14.988888931274413,0.9264208820172828,61.31776809692383,61.40871782040576,61.26471216400504,61.37840510102044,1198700,-0.003940283332069194,61.90511385599772,0.20581287712642976,177.9787139892578,178.21598565175296,176.63990239508178,177.7245174394973,110471500,-0.000523644821597391,171.50862528483074,5.586484978958336
2015-11-09,15.022000312805176,15.53266716003418,14.95400047302246,15.53266716003418,57763500,-0.030254799225420848,14.937555599212647,0.8776295975421896,61.26472091674805,61.340514291365736,61.20408390398837,61.21924026584638,2358300,-0.000865119227626332,61.89126866658528,0.23357195914771672,176.3179168701172,177.51269246745792,175.36040002449388,177.36016159584972,131008700,-0.009331436787664793,172.07550455729168,5.152085012153482
2015-11-10,14.43333339691162,14.91333293914795,14.405332565307615,14.898667335510254,69255000,-0.03918698599624981,14.870555623372395,0.834369122339716,61.33294677734375,61.42390231658986,61.27230975117968,61.34052785128053,1421000,0.0011136239515139312,61.87818870544434,0.2533350142033464,176.72470092773438,176.75860243434465,175.56382645424193,175.83497385894222,75874600,0.002307105623966965,172.65283711751303,4.626916686449851
2015-11-11,14.60533332824707,14.631999969482422,14.241999626159668,14.517999649047852,50217000,0.011916854312549408,14.805400085449218,0.7718707275649251,61.34052658081055,61.37084509326464,61.2950517034619,61.34052658081055,1303500,0.0001235845310729733,61.86133600870768,0.271693996673766,176.02984619140625,177.04667141834204,175.96205611899262,176.99583209644038,67846000,-0.0039318484211907645,173.1078674316406,4.2364671641658616
2015-11-12,14.196000099182127,14.600000381469728,14.177332878112791,14.523332595825195,43738500,-0.028026284636262444,14.745533434549968,0.7458754998872099,61.34807968139648,61.43902939462297,61.34807968139648,61.423873036639336,1263900,0.0001231339378213736,61.84362500508626,0.28734253339893207,173.57249450683594,175.4536268861299,173.55555668693853,174.97910933633207,121315200,-0.013959858158930083,173.46686350504558,3.7629464639424786
2015-11-13,13.812666893005373,14.199333190917969,13.767999649047852,14.196666717529297,51454500,-0.027002902472425205,14.655800088246663,0.6865130148246565,61.46180725097656,61.48455047690545,61.40117599649795,61.40117599649795,1583300,0.0018538081415215846,61.82188873291015,0.29083535749199574,171.6236114501953,173.428485265306,171.5388835423609,173.15733785874482,153577100,-0.011228063882920525,173.6798324584961,3.448633002969577
2015-11-16,14.28733253479004,14.33199977874756,13.720000267028809,13.739333152770996,43881000,0.0343645181239427,14.58504451115926,0.6038972411563295,61.46180725097656,61.545181731384055,61.43149451507033,61.48455047690545,949100,0.0,61.808220799763994,0.29795449770971255,174.23345947265625,174.2927806407173,171.31855070797602,171.4371930440981,117645200,0.015206812165343031,173.8817876180013,3.288834892762992
2015-11-17,14.266667366027832,14.399999618530272,14.09333324432373,14.346667289733888,32230500,-0.0014463979691022866,14.52402229309082,0.5342961180769455,61.52999496459961,61.57546982865829,61.36324608616673,61.41630202178962,1155900,0.0011094322909284138,61.79405250549316,0.30082415562816783,174.10643005371094,175.4367737150759,173.60649256636668,174.54705927915978,121123700,-0.000729075915325228,174.09871470133464,3.0672751638166553
