Date,Close,High,Low,Open,Volume
2015-07-01,174.9171142578125,175.3638894724379,174.1247165978314,175.11099468650048,135979900
2015-07-02,174.75694274902344,175.5662034711772,174.3354557372848,175.39761123903432,104373700
2015-07-06,174.25962829589844,175.04358813066318,173.25648693615517,173.45880537549715,117975400
2015-07-07,175.35546875,175.4819097147507,172.05943706602133,174.46191829839245,173820200
2015-07-08,172.41348266601562,174.29331120955473,172.17745095932744,174.00670311754243,164020100
2015-07-09,172.725341796875,174.79063808028914,172.61576393983106,174.52930537438917,144113100
2015-07-10,174.90028381347656,175.32177091443822,172.7675601116318,174.74011665706865,129456900
2015-07-13,176.83067321777344,176.940251099545,176.13100320028727,176.17315447609025,106069400
2015-07-14,177.59771728515625,177.9096263435849,176.7294552841644,176.78846962537725,81709600
2015-07-15,177.5387420654297,178.10353306184948,177.05824074537554,177.63989482217306,97914100
2015-07-16,178.9633331298828,178.9633331298828,178.3563909892216,178.60084772179624,106683300
2015-07-17,179.11509704589844,179.17411139512424,178.54188094762046,178.95492994115565,89030000
2015-07-20,179.20779418945312,179.70514563643835,178.88747289725137,179.34267308235871,70446800
2015-07-21,178.49972534179688,179.33427414282002,178.19625421985762,179.07294142614816,77965000
2015-07-22,178.17942810058594,178.51662545199858,177.7748041416545,177.8085174454139,88667900
2015-07-23,177.17626953125,178.41544234296634,176.81379688458756,178.3142895788303,90509100
2015-07-24,175.33860778808594,177.33645223189467,175.0014233028297,177.27745073521845,117755000
2015-07-27,174.31861877441406,174.95928736042006,173.87184350404922,174.44507261454063,132361100
2015-07-28,176.45977783203125,176.60308189194404,174.32705429214255,175.16159045650318,123544800
2015-07-29,177.67364501953125,177.9012387529939,176.44289724068489,176.58620128637875,105791300
2015-07-30,177.7157745361328,177.88436675379202,176.53560328699484,177.15940864137184,91304400
2015-07-31,177.446044921875,178.24686773020483,177.15943681999087,178.22157953667175,103266900
2015-08-03,176.84751892089844,177.4713243436643,175.88652902584803,177.4123228492579,113965700
2015-08-04,176.50193786621094,177.23532128648395,176.01301129844055,176.77168291508397,81820800
2015-08-05,177.0835723876953,178.12885202197495,176.79695142280738,177.40389379363725,85786800
2015-08-06,175.63365173339844,177.37860136075744,175.0435595971987,177.26901061613233,116030800
2015-08-07,175.29647827148438,175.62523768738575,174.38606461296547,175.4735085090152,117858000
2015-08-10,177.5050048828125,177.58929454783632,176.4175614430986,176.4175614430986,80270700
2015-08-11,175.9033660888672,176.57774779644564,175.1362567357122,176.15626083705428,126081400
2015-08-12,176.11410522460938,176.29956051118813,173.11312020580553,174.58832452728862,172123700
2015-08-13,175.8949737548828,176.64522016788285,175.34703288791917,175.95397525155556,89383300
2015-08-14,176.53558349609375,176.6114480561212,175.55773073542818,175.7010347475112,72786500
2015-08-17,177.52188110351562,177.52188110351562,175.47346057844797,175.93709882365724,79072600
2015-08-18,177.00762939453125,177.59770846355136,176.7715977669232,177.2436610221393,71692700
2015-08-19,175.60836791992188,177.03298332175942,174.79068202678104,176.25744870550741,172946000
2015-08-20,171.94142150878906,175.58306279030748,171.882407149961,174.08256997977378,194327900
2015-08-21,166.76553344726562,171.9161046534397,166.50421358805445,170.05312661598893,346588500
2015-08-24,159.74359130859375,166.4705209980097,153.75847007751975,158.04921800499207,507244300
