Date,Close,High,Low,Open,Volume
2015-07-01,174.91712951660156,175.36390477020115,174.12473178749613,175.11100996220262,135979900
2015-07-02,174.7569122314453,175.56617281227895,174.3354252933104,175.3975806095771,104373700
2015-07-06,174.2595672607422,175.04352682092176,173.25642625235335,173.45874462083245,117975400
2015-07-07,175.35546875,175.4819097147507,172.05943706602133,174.46191829839245,173820200
2015-07-08,172.4134521484375,174.2932803592427,172.17742048352747,174.00667231796066,164020100
2015-07-09,172.7254180908203,174.7907152864897,172.61584018537508,174.5293824651573,144113100
2015-07-10,174.90025329589844,175.32174032331667,172.76752996618322,174.7400861674374,129456900
2015-07-13,176.83065795898438,176.9402358313004,176.13098800187302,176.17313927403873,106069400
2015-07-14,177.59779357910156,177.9097027715228,176.7295312051143,176.78854557167907,81709600
2015-07-15,177.53878784179688,178.1035789838417,177.05828639785088,177.63994062462137,97914100
2015-07-16,178.96336364746094,178.96336364746094,178.3564214033014,178.6008781775618,106683300
2015-07-17,179.11512756347656,179.17414192275723,178.5419113675342,178.95496043144456,89030000
2015-07-20,179.20779418945312,179.70514563643835,178.88747289725137,179.34267308235871,70446800
2015-07-21,178.499755859375,179.33430480307854,178.19628468555217,179.07297204172738,77965000
2015-07-22,178.1793975830078,178.51659487666717,177.7747736933781,177.80848699136328,88667900
2015-07-23,177.1763153076172,178.4154884394939,176.81384256730405,178.31433564922344,90509100
2015-07-24,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000
2015-07-27,174.31857299804688,174.95924141581222,173.87179784500597,174.44502680496646,132361100
2015-07-28,176.45974731445312,176.6030513495824,174.32702414340517,175.16156016343817,123544800
2015-07-29,177.67361450195312,177.90120819632384,176.44286693450246,176.58617095558213,105791300
2015-07-30,177.7157440185547,177.88433620726303,176.53557297207723,177.15937821933358,91304400
2015-07-31,177.44601440429688,178.24683707489933,177.15940635170423,178.22154888571538,103266900
2015-08-03,176.84751892089844,177.4713243436643,175.88652902584803,177.4123228492579,113965700
2015-08-04,176.5019073486328,177.2352906421022,176.0129808653989,176.77165235086633,81820800
2015-08-05,177.08355712890625,178.12883667311712,176.79693618871565,177.40387850724701,85786800
2015-08-06,175.63365173339844,177.37860136075744,175.0435595971987,177.26901061613233,116030800
2015-08-07,175.2964324951172,175.62519182516738,174.38601907434085,175.4734626864189,117858000
2015-08-10,177.50502014160156,177.58930981387115,176.4175766084082,176.4175766084082,80270700
2015-08-11,175.90342712402344,176.57780906559964,175.1363175046959,176.15632195996022,126081400
2015-08-12,176.1141357421875,176.2995910609025,173.113150203364,174.5883547804749,172123700
2015-08-13,175.89498901367188,176.64523549175536,175.34704809917466,175.95399051546298,89383300
2015-08-14,176.5355987548828,176.61146332146757,175.5577459096969,175.70104993416635,72786500
2015-08-17,177.52186584472656,177.52186584472656,175.47344549572972,175.9370837010872,79072600
2015-08-18,177.00767517089844,177.59775439252033,176.7716434822497,177.2437068595472,71692700
2015-08-19,175.60833740234375,177.03295255660873,174.79065165130203,176.25741807513072,172946000
2015-08-20,171.94140625,175.58304720834417,171.8823918964091,174.08255453097036,194327900
2015-08-21,166.7655487060547,171.91612038349808,166.50422882293316,170.0531421755877,346588500
2015-08-24,159.74354553222656,166.4704732939633,153.75842601625803,158.04917271416707,507244300
2015-08-25,157.86367797851562,164.75919621515425,157.56863205789122,164.74233314069534,369833100
2015-08-26,163.92469787597656,164.20286792274288,158.7909774369156,161.91841602938354,339257000
2015-08-27,167.97940063476562,168.10584156561376,164.55692890370318,166.08270949548384,274143900
2015-08-28,167.98788452148438,168.4599479788389,166.84143918386718,167.33036572548852,160414400
2015-08-31,166.63067626953125,167.86142402257073,166.07431031831769,167.00158690367365,163298800
2015-09-01,161.6571502685547,164.1860726234639,160.7804499823715,162.7951576106053,256000400
2015-09-02,164.7255401611328,164.7676914305466,162.20504345822164,164.05958354757485,160269300
2015-09-03,164.8435821533203,166.95101733077834,164.34623053850345,165.4420865405708,152087800
2015-09-04,162.34835815429688,163.41893872651536,161.5222472430891,162.5675396245496,207081000
2015-09-08,166.42837524414062,166.5801172752047,164.52325835315708,165.1723520306672,116025700
2015-09-09,164.20289611816406,168.14802103833182,163.83199837120182,168.02158008627222,149347700
2015-09-10,165.09646606445312,166.25133634948986,163.74770249468142,164.00902238141856,158611100
2015-09-11,165.8466796875,165.9141191389531,163.98370182154335,164.70023473831748,119691200
2015-09-14,165.23133850097656,166.0743125488903,164.742412009655,166.02373616405757,79452000
2015-09-15,167.29664611816406,167.74342136367196,165.18921086095168,165.73713888272127,113806200
2015-09-16,168.74656677246094,168.94046009688364,167.2545117209561,167.60013422508493,99581600
2015-09-17,168.3671875,171.0309883334253,167.98785178588685,168.6116571545534,276046600
2015-09-18,165.61582946777344,168.35278741070658,165.20063304738866,165.83615043823173,223657500
2015-09-21,166.47164916992188,167.50541211455916,165.41245363723786,166.4546984211017,105726200
